"logFC" "logCPM" "F" "PValue" "FDR"
"JADE1" -0.627277467800194 5.13864865946198 3.83638058627751 0.050679823701084 0.121563563124792
"SNX22" -0.821325084602711 3.30905141892446 3.83629037439694 0.0506825301822083 0.121563563124792
"FAM43A" -0.982617569910312 1.79495307632601 3.83504238273011 0.0507199873861615 0.121623244822063
"TCF4" 0.52343966532793 6.13060609025357 3.8349214564023 0.0507236184267899 0.121623244822063
"SLTM" -0.383992741679964 6.92560798017049 3.83383119897101 0.0507563679061451 0.121647959717227
"COMMD1" -0.836507693515156 3.06334650792785 3.83380688535781 0.0507570985012644 0.121647959717227
"GTF2IRD2P1" 1.16720538876659 2.18902579502864 3.8337689216509 0.0507582392877409 0.121647959717227
"IQCD" -0.71099304584881 4.541439907872 3.83278620061154 0.0507877789243515 0.121699323380351
"ZNF329" 0.820906998344271 4.1938033167533 3.83250720479332 0.0507961685885352 0.12169999848586
"MMGT1" -0.70937304509743 4.01577911216835 3.83069499871778 0.0508506991004813 0.121811202281874
"ADAM17" 1.1074935396271 2.8434229046024 3.8293839291334 0.0508901887733734 0.121886346495665
"PPIAL4G" 0.971571613819163 3.18955007789698 3.82740082709444 0.0509499820048306 0.122010087730138
"TMEM64" -0.727605772382766 3.97864677386246 3.82472678891992 0.0510307258918745 0.12218395208758
"FADS3" -0.955928592365247 2.96642014913629 3.82319012956196 0.0510771874608273 0.122275691194102
"AOX1" 1.18386654874705 1.99384622332949 3.82224357603478 0.0511058292487428 0.12232474836926
"SAMM50" -0.764206406750548 3.73129551382546 3.8192169767699 0.0511975255652347 0.122487932296803
"CICP27" 1.07104259900355 3.27338432273055 3.81920614276569 0.0511978541143165 0.122487932296803
"GCNT3" 0.744461728929775 4.48498767415407 3.81907488598656 0.051201834749576 0.122487932296803
"CHERP" -0.695243319066722 4.1133337012481 3.81891621401299 0.0512066472459988 0.122487932296803
"IRF3" -0.806252952783458 3.3540499826959 3.817643386443 0.0512452692744531 0.122560785820513
"CDH26" -0.706696610230038 4.22146483167637 3.81724060446473 0.0512574975195711 0.122570501476623
"ADAM3A" 1.15218463950506 2.31194312322354 3.81637883803816 0.0512836706828801 0.122593331089705
"BCO2" -0.771702700216566 4.37002859367 3.8162334676264 0.0512880872016201 0.122593331089705
"ZNF382" 0.793657590289495 4.25752838171808 3.8161195997809 0.0512915469182774 0.122593331089705
"ZNF134" 0.677906447457692 4.87254274085448 3.81515121568012 0.0513209799337884 0.122635333795818
"RAB39A" 1.07261114874304 2.30807964930396 3.81473988408267 0.0513334873454103 0.122635333795818
"PABPC1P4" -0.948807645062933 1.79686489406454 3.81447869971642 0.0513414308896344 0.122635333795818
"TRIAP1" -0.842219215327298 3.02102901348741 3.81446652150892 0.0513418013039921 0.122635333795818
"MCIDAS" -0.957282167964005 2.35595630504456 3.81387991715234 0.0513596469157297 0.122658440764535
"EDC4" -0.672844017402371 4.53252127324754 3.81341521003821 0.0513737888541794 0.122672696579897
"JUNB" -0.730725803090422 6.57484259102863 3.81254803408186 0.0514001897470444 0.12271621569956
"NDUFB5" -0.492349439640801 5.36588073785078 3.81115856041852 0.0514425218354072 0.122781353802124
"SIGLEC10" 0.727280803248451 4.50783372965185 3.81111554159934 0.0514438330487382 0.122781353802124
"LILRA4" 1.11676121521688 1.86416733398933 3.80903219659724 0.0515073758456415 0.122913467638009
"CTR9" -0.463087697068348 5.83803272881935 3.80526190933697 0.051622582801445 0.123168807478889
"SNRPA1" -0.73179260032495 3.7614108151745 3.80463997712695 0.0516416131547027 0.12319463023714
"FBXL7" 0.853437332906302 3.85503815449002 3.80354495273471 0.0516751376329833 0.123255016029093
"DMRT3" -0.856305099164857 3.18665116725276 3.80163499199411 0.0517336668901571 0.12337501430271
"OTX2" -0.768834195319235 3.76651297652151 3.79922370063989 0.0518076595071618 0.123531845782764
"E2F4" -0.660093522556452 4.55522581342458 3.79834450987075 0.0518346661857497 0.12357661045872
"VEPH1" -0.934784595770754 2.44239580978791 3.79753237767075 0.0518596262554349 0.123603384252429
"PGM5" 1.04092175893893 2.92075081615401 3.79744325837719 0.0518623660241036 0.123603384252429
"HPSE" 0.754218167931594 3.88497905023724 3.79715640619827 0.0518711856805438 0.123604778070323
"DAPP1" 0.533684699856789 6.0799381846834 3.79552446223572 0.0519213922881039 0.123704777499117
"IMP4" -0.730470352173532 4.00356251464841 3.79364789884493 0.0519791883393258 0.123822824468065
"RHOV" -0.802588124227053 3.52462248426707 3.7919671557592 0.0520310113042241 0.123926607374866
"MUCL3" 1.08671855601686 1.98055836671938 3.79100468700253 0.0520607121418157 0.123977675590775
"PNMA2" 1.02848668766919 2.58188010224672 3.79003238600151 0.0520907346629332 0.124029493542295
"PHETA2" -0.988835058432348 2.12571121265802 3.78656256185305 0.052198025099065 0.124265242940042
"PCDHA4" 0.722873869478745 5.39539307265049 3.7847292141749 0.0522548087233969 0.124367192738698
"PPAN" -0.891156011842771 2.54976404570624 3.7846449335463 0.0522574206930691 0.124367192738698
"AKT2" -0.611397132630762 4.94126288879514 3.78325291772513 0.052300581181429 0.124450178112436
"RNF187" -0.739923204044779 3.32504661970433 3.7808452577658 0.0523753218172727 0.12460827080001
"CPEB1" 1.07474927917351 2.64853268280668 3.77970321702946 0.0524108136565009 0.124672949759759
"SNAPC2" -0.930186536490249 2.28274755293817 3.77825484722046 0.0524558621805187 0.12476033771662
"WDR81" -0.779691501522862 4.1084960489603 3.77769357652735 0.0524733303843377 0.124782111702932
"JAM2" 1.08845539795882 2.25029527896198 3.77513190917037 0.0525531345801792 0.124952090931172
"S100A10" -0.559933286255654 5.2138224337269 3.77395380913059 0.0525898794387911 0.125019653211317
"FCRL4" -1.12623814491298 2.61349799640113 3.77147541279477 0.0526672695247464 0.125183802940054
"GP6" 1.08552323314712 2.58459005077254 3.77080300379704 0.0526882869272313 0.12521393077545
"UBAC2" -0.670955397029931 4.07516681764306 3.7694898703841 0.0527293570507837 0.125291696902369
"GUCY1B2" 1.11780443820528 2.00241772591475 3.76837140438058 0.0527643654784317 0.125320449002074
"TPP1" 0.855973629048539 3.96130078588368 3.7683548650961 0.0527648833496935 0.125320449002074
"RNF157" 1.02291380552161 2.64703265544738 3.76830308048582 0.0527665048429785 0.125320449002074
"FAM168B" -0.517160055927621 5.25969980051709 3.76774025014374 0.0527841317469336 0.125342480228045
"PSPN" 1.03848450393631 2.45696152493058 3.76642769830493 0.0528252629686664 0.125411624762837
"DENND1C" 0.862580584831655 3.75975617520859 3.76627787082219 0.0528299602515268 0.125411624762837
"SPTBN2" -0.656885622858919 4.68278160180592 3.76280896259893 0.0529388390514269 0.125650217293156
"GPR87" -0.922932628470276 2.63271195701703 3.75855679531085 0.0530726271975729 0.125947847309971
"PCNX3" -0.707498784791715 4.62936525306219 3.755976132629 0.0531539989753825 0.126121012428152
"ZMYND19" -0.968282750306439 1.84963274474878 3.75495682149529 0.0531861757247625 0.126177413881569
"TPM4" 0.471944928223112 6.89163788715729 3.75248021638633 0.0532644413191495 0.126343120132812
"CEL" -0.96568166992597 2.00294658853126 3.75175903834707 0.0532872549534785 0.126377262893303
"CHCHD3" -0.613071164171175 4.64276316496388 3.74558652270981 0.0534829404483329 0.126821316924088
"TMEM191C" 1.05275947085605 2.45885978843836 3.74480679280303 0.0535077142525654 0.126860020680936
"IQCH" -0.70157028032559 4.48089066252629 3.7423041158425 0.0535873124189574 0.127028673311521
"DHRS7" -0.707037955489458 3.90415558692061 3.74132082267269 0.0536186206766312 0.127082819573067
"WDPCP" 0.591207667244021 7.51123471633461 3.74096602465187 0.0536299222892802 0.127089537979491
"MTMR7" 0.98685107269544 2.94461152042159 3.74019679955667 0.0536544336097729 0.12712149079941
"MLH3" -0.695678052942343 4.00602769620023 3.74001136820746 0.0536603441509035 0.12712149079941
"ARID5A" 0.819910040382107 4.49842220356078 3.73952736094531 0.0536757749247686 0.127137980372539
"DNAJC22" 1.11416427535408 2.01745316329406 3.73600632031604 0.0537881722202149 0.127384106188928
"RASSF2" 0.648156656692362 6.24085716197034 3.73421650207408 0.053845401943411 0.127480411019889
"UBL7" -0.787649368017709 3.70017836373046 3.73420333583544 0.0538458231756227 0.127480411019889
"PPM1L" -0.623666876033622 4.84063559584896 3.73313021605618 0.0538801676583879 0.127541604881313
"BNIP3" -0.7129223236727 3.95688533207132 3.73263074243628 0.0538961609157207 0.127559346475082
"HSPA12A" -0.995512577026096 2.17228762069222 3.73137026849204 0.0539365440056533 0.127634798285489
"PIAS3" -0.52725434296393 5.42418694121799 3.73099104851536 0.0539486997536131 0.127643439990815
"CYP4F3" 0.907538865133251 4.55689370281676 3.73052126510199 0.0539637625140786 0.12765895592377
"SMG1P6" 1.16083359356075 2.09285502477392 3.72906985256151 0.0540103276860247 0.127748978658562
"PBLD" -0.726574223215032 3.72737287885009 3.72880347620616 0.0540188783837065 0.12774907271773
"PLD4" 1.05967900400941 2.44234237794936 3.72853662288303 0.0540274458344749 0.127749206360345
"SAPCD1" -0.951302543771175 1.76739251774795 3.72774038467789 0.0540530180175838 0.127789541730026
"AIMP1" -0.558167434542283 4.93276183681597 3.72638107787054 0.0540967035777809 0.127872680425589
"HMBOX1" 0.621885061042925 4.80167748498943 3.72577660810367 0.0541161421481442 0.127898487426176
"IRF8" 0.881794157812995 4.34522332243677 3.7252166472325 0.0541341560223445 0.127920919693859
"SH3D21" 1.35949457499704 3.78382187180221 3.72262214117243 0.0542177041777971 0.128098180341372
"DDX54" -0.700554150778917 4.12588069047775 3.71941446184874 0.0543211872010517 0.128322477162069
"BCL10" -1.00018702769839 2.16353215140045 3.71663337672831 0.0544110777682435 0.128484720007694
"STT3B" -0.533810516817875 5.60855839545798 3.71658949238074 0.0544124974698635 0.128484720007694
"USP32P1" 0.96594508161796 3.3966573666003 3.71649522306377 0.0544155473077223 0.128484720007694
"TP53INP2" 0.450968556683474 6.70730186159686 3.71611085162591 0.0544279845239441 0.128493873498647
"JAG1" -0.61408809031551 4.80168319295867 3.71479658062481 0.054470533599469 0.128574101168113
"ABHD17B" -0.621503538748835 4.53701766019112 3.71365831035874 0.0545074132831589 0.128640923487455
"SPATA33" -0.761934563901424 3.58619913207025 3.71124307464881 0.0545857542800657 0.128805560720608
"AKAP8L" -0.626263412034759 4.46103064951942 3.71075543509963 0.0546015859572076 0.12882226347965
"PSD4" -0.518586507835093 5.71747881977774 3.71044816441783 0.054611564296086 0.12882226347965
"NALCN" 1.04630133997391 1.75982870609682 3.71023216225251 0.0546185799323444 0.12882226347965
"ZNF839" -0.75543485535721 3.50909398142043 3.70589263272528 0.0547597287298434 0.129134882676347
"MS4A10" 1.12149119059795 2.04243178675551 3.70505731436618 0.054786943017611 0.129178764482303
"SLC23A1" -0.932732004036179 3.38914243048224 3.70443314905296 0.054807287422659 0.129203896442015
"PLA2G6" -0.860605734551016 3.3267937828899 3.70417066481153 0.0548158453847406 0.129203896442015
"RAPGEF4" -0.971844596806974 1.89128735124769 3.70393820948024 0.0548234254789601 0.129203896442015
"PPFIBP2" 0.715575032627873 5.12815772092648 3.70263193927275 0.0548660421426984 0.129284033369215
"C11orf52" -0.786664186058656 3.23159032527085 3.70235517359844 0.0548750760588308 0.129285024586886
"RNF227" 0.96595652847794 2.98546663526372 3.70152421156133 0.0549022090178428 0.129322033588696
"MYL12B" -0.457638266792176 7.39550580693242 3.70134642641445 0.0549080159933882 0.129322033588696
"FDXACB1" 1.01757038292685 2.10154466274761 3.70017428694079 0.0549463177986565 0.129391940721342
"BCL9L" -0.622256993694749 5.11745950417195 3.69684135367092 0.0550553828221409 0.129628438613386
"FKBP14" 0.82042715195824 3.88727966087073 3.69475684455306 0.0551237121128728 0.129768964682281
"MYORG" 0.594180628877063 6.09587945641065 3.69124024661037 0.0552391891260723 0.130020421637501
"OSCAR" 1.09269574497551 2.13842456203447 3.68951438331353 0.0552959566073259 0.130133632592656
"RAB3GAP1" 0.472702301650471 6.19522327985376 3.68807820194981 0.0553432431032297 0.130224498977814
"DIMT1" -0.551212516288633 5.43625073225414 3.6859548061209 0.0554132350599309 0.13036875521153
"TMEM50B" -0.691897817428914 4.2804298627689 3.68510663172935 0.0554412191262481 0.130402997490075
"POLR3E" -0.696643219522509 3.41394912723221 3.68498706539745 0.0554451652219625 0.130402997490075
"CCR7" 1.08827056268526 2.77141656391656 3.68443364314566 0.0554634339308847 0.130425527698979
"UBE2Z" 0.504095797232464 6.09962626726281 3.6831491795645 0.0555058593108982 0.130504847784552
"PRRG1" 1.03504738005138 2.55403254805889 3.68197007037084 0.055544835261401 0.130559116336063
"JAZF1" 0.836651630170549 4.18115211303983 3.68175691108706 0.0555518844378477 0.130559116336063
"DHRS13" -0.95786835427566 2.48924961424011 3.68166164949551 0.055555035045865 0.130559116336063
"FDPSP3" 1.10380091765725 2.02257955152383 3.67954198725158 0.0556251883019397 0.130703518536649
"RBBP8NL" -0.954471148663291 1.79200844196946 3.67846926943774 0.0556607273410464 0.130748491705428
"C19orf54" 0.812149080385434 3.4857234067505 3.67843842313188 0.0556617496334233 0.130748491705428
"MRAS" 0.879687378061626 3.15074664825468 3.67554161215652 0.0557578433243653 0.130953720591257
"CYP51A1" -0.637226909523309 4.47697017293312 3.67435026298304 0.0557974142401736 0.131026155779882
"PRELID3B" -0.478891641615799 5.50227631344715 3.67328260736661 0.0558329020339633 0.131067736345372
"SH2D3C" 0.948734009778871 3.65854260374603 3.67316609450415 0.0558367762567777 0.131067736345372
"MEX3A" 1.05483281143999 2.18490277901494 3.67296513558337 0.0558434591064398 0.131067736345372
"C3orf33" -0.951937838124566 2.01007999639314 3.67276698461561 0.0558500494113922 0.131067736345372
"CPAMD8" 0.918539363121429 3.39638496815994 3.67237018577801 0.055863249035489 0.131078219168781
"PHC3" 0.323938375918317 7.68414305456894 3.66877672369052 0.0559829378016166 0.131338527102573
"NSF" 0.508398073274628 6.03468745559862 3.66795345724452 0.0560103970374439 0.131382412803881
"TBPL1" -0.685712255653276 4.0438441149225 3.66730811058802 0.0560319319550545 0.131412390413339
"MCM9" 0.591529795764533 5.47530444544345 3.66671526211563 0.0560517227970078 0.131438268892843
"MTR" 0.620041412762579 5.14006875212142 3.66440548681804 0.0561289001461432 0.131598686534459
"AGO2" 0.49053051944384 6.46809539810085 3.66322089683228 0.0561685251360705 0.131671023316011
"UBE2V1" 0.448464417861638 5.99477582409892 3.65973076840351 0.0562854444278423 0.131924503569943
"SPTLC1" -0.709895645805098 4.03013954350234 3.65853495206572 0.0563255638228378 0.131997925523934
"ATXN10" -0.492610146964511 5.452944340976 3.65647198124861 0.0563948476321376 0.132139660155851
"PPP1R11" 0.543728591014284 5.34991776835019 3.65202599952002 0.0565444722077919 0.13246956888387
"DET1" 0.842025265312916 3.56725585460768 3.65021716092927 0.0566054675353833 0.132591770865497
"HIVEP2" 0.448358253915455 7.26517236430082 3.64992234754103 0.0566154154890323 0.132594380791134
"CYP2E1" 1.01254283814466 2.69502149831544 3.64913185897131 0.0566420983062165 0.132636177156991
"SPATA7" -0.711447790061248 4.18127593898242 3.64688021022492 0.0567181757531952 0.132793607558175
"HUNK" -0.742656035495477 3.77123321563424 3.6459515112601 0.0567495857915561 0.132846425878237
"PHACTR1" 0.871531678406729 4.94247501303997 3.64556874681972 0.056762536866466 0.132856023447007
"METTL8" 0.712141963774439 4.29128816432311 3.64465919968052 0.0567933245878921 0.132907359224238
"PRDM15" -0.748146156654458 3.82895992254653 3.64433460030588 0.0568043164203247 0.132912360010768
"NIBAN1" 0.417303042971089 7.71298169709855 3.64323085807956 0.0568417091309693 0.132979123138381
"WDR72" 0.80192192079583 3.99616349817203 3.64125008518432 0.0569088797191199 0.133107827057766
"TTL" 0.563833460432792 5.46814819990201 3.64108566268417 0.0569144592975845 0.133107827057766
"AGBL3" -0.842842036582878 3.11827974106054 3.64066919190853 0.0569285945885216 0.13312014406819
"RBM8A" -0.469388617101292 5.70360273319696 3.64020960442857 0.0569441976269514 0.133135888844321
"SPI1" 0.748267730507568 5.86464244428549 3.63877123900063 0.0569930597004347 0.133229376437241
"CENPS-CORT" -0.943717502548076 2.2744266721835 3.63767562829412 0.057030308156488 0.133295690661614
"VHL" 0.528646920702858 5.04980973646263 3.63647882018321 0.0570710267353972 0.133364460127141
"USP33" 0.440027558259133 6.4321870951387 3.63628860754575 0.0570775011230351 0.133364460127141
"TUSC1" -0.929598711717772 2.09620756587427 3.63565439457375 0.0570990938819718 0.13339414773049
"BMS1P17" 1.17553607567489 2.13981138845382 3.63483338546705 0.0571270593223765 0.133438711551334
"PLOD3" -0.90208444972828 2.79960911286702 3.63306093209347 0.057187482864532 0.133539984012243
"DCTD" -0.61618690829288 4.36617484957125 3.63303964361923 0.0571882090093735 0.133539984012243
"TAPBPL" -0.766130827901832 3.99281546191954 3.63114388924834 0.0572529121287245 0.133670277034088
"HSPA6" 1.11753573794378 3.17745827425829 3.6300755143785 0.0572894106818316 0.133734689632083
"PTGES" 0.875150277651251 3.26743094945568 3.62737229627121 0.0573818705781774 0.133929696373572
"MIGA2" -0.896023150065131 2.71775262963776 3.6248496087565 0.0574682990358629 0.134110567246316
"CNTNAP2" 0.945829166606298 2.81378541148475 3.62316524659295 0.0575260832576668 0.134224546820702
"ILDR2" 1.06456812471575 2.12248612187063 3.62092612653557 0.0576029949988471 0.134383113915557
"CD300LB" 1.14650329066679 2.18860859938664 3.62059285809312 0.0576144518283294 0.134388954458931
"TOP1MT" -1.00413891203225 2.3370198986123 3.61972766900965 0.0576442059209808 0.134437465953064
"SLC29A1" -1.01930265076197 1.85080460005091 3.61731547472573 0.057727248417529 0.134610221958538
"NVL" 0.692466540462573 4.38614597735225 3.61558892842682 0.05778676495733 0.13472807424814
"CD79A" -1.08303587011966 2.9885843743487 3.61455006623276 0.0578226075303109 0.134790703374743
"XPO6" 0.531467092017889 7.26623683108109 3.61347644585198 0.0578596742083861 0.134856166128552
"FGD5" 1.00909826535744 2.03345320399787 3.61126286297856 0.0579361779463068 0.135013512028267
"H3C10" 1.03404972749427 1.77719700469708 3.61020140503856 0.0579729012644463 0.135078119835352
"C1orf52" -0.76685200525548 3.43198568678325 3.60939640826378 0.058000768317292 0.135119645417364
"SLC46A3" -0.749986685442253 3.56692905437244 3.60916657570956 0.0580087271865086 0.135119645417364
"SRGAP2B" 0.722788460760276 4.95878393635621 3.60886944413467 0.0580190182774227 0.135122647687217
"RETREG2" -0.637821461043068 4.5397173860109 3.60831092573605 0.0580383677121507 0.135146742066302
"KLHL26" 1.01699415990608 2.62184804160749 3.60673726293488 0.0580929230204203 0.135252795802157
"DPF1" 1.00575061896401 1.5626980092226 3.60548735898613 0.0581362932797856 0.135332779486598
"EML4" 0.414702658976073 7.23204176030175 3.60487019089805 0.058157721039629 0.13536166736003
"SUGT1P3" -0.972463514110743 1.78174633538345 3.60191303992098 0.058260508636455 0.135579881338479
"BAG6" -0.535294600737794 6.07796870297492 3.6010310762479 0.0582912022720382 0.135630281522755
"WASH8P" -0.988727403950001 2.44846764883413 3.59854000537995 0.0583779883167979 0.135790625511282
"DUSP16" 0.492043308215432 5.85216882593943 3.59853369639157 0.0583782082894272 0.135790625511282
"SNRPC" -0.724221744948325 3.78970248950768 3.5965072989927 0.0584489074935501 0.135934010145365
"MYBBP1A" -0.746530986592001 3.81661645464859 3.59575226316298 0.0584752733514844 0.135958366691388
"TPM3P9" 0.797347570578361 3.84336653863923 3.59568862927176 0.0584774960266223 0.135958366691388
"BUD23" -0.635173333164603 4.44089222012704 3.59520933233698 0.05849424033514 0.135976234695749
"RAD21" 0.455530266974402 6.49631969346286 3.59459892149091 0.0585155725255366 0.136004760546346
"TONSL" 0.940190086636506 1.99412108033907 3.5913046296468 0.0586308422347997 0.136251577944627
"DPM1" -0.682407610491631 3.65817371609684 3.59098387733328 0.0586420785181689 0.136256594203981
"HECTD1" -0.366631616378302 8.04190562922181 3.5893118744239 0.0587006876778754 0.136371664145629
"GRM4" 1.11496962207928 2.09491477492582 3.58864570354876 0.0587240565328666 0.136396831271957
"MAL2" -0.384779448726395 6.78635506368826 3.58848501403871 0.0587296949041076 0.136396831271957
"TULP2" 1.15809115924959 2.64768888318096 3.58769572906231 0.0587573981950799 0.13644005985584
"PRSS54" 1.15100256319424 2.44143063904835 3.58742033422114 0.0587670676183943 0.136441405251678
"USP6" 0.967440842760249 3.46755827921026 3.58590486068358 0.0588203079613691 0.13654389460256
"PPARGC1B" 0.701382236609338 4.18446535078394 3.58438560698695 0.0588737327184551 0.136646780285142
"NUP155" 0.558071854090896 5.27578764311635 3.58365084664433 0.058899589219321 0.13666881386905
"GBAP1" 1.05698845069176 2.31836255498537 3.58359837526676 0.0589014361704788 0.13666881386905
"CBY1" -0.666332959948827 4.21921025649016 3.58329061620201 0.0589122702902835 0.136672824892914
"CDRT4" -0.86149960777869 3.0473434444386 3.58213801272855 0.0589528645615025 0.136745865719078
"HDAC8" 0.940855707184998 2.94597714397669 3.58164453299009 0.0589702538527599 0.136765066491027
"DEF6" -0.833193921727879 3.48810840727014 3.58120113387532 0.0589858830618675 0.136780179941083
"IST1" 0.425203607631502 6.48109195679287 3.57763793304773 0.0591116414520768 0.137050623755896
"KIFBP" 0.662111164511031 4.3308006971308 3.57640782310315 0.0591551228846033 0.137130253976509
"GARNL3" 1.00011156664533 2.72944498668918 3.57594451582172 0.0591715085243267 0.137145238401866
"MCMBP" 0.547007702123706 5.32220573537218 3.57570840895511 0.0591798607014582 0.137145238401866
"CDH3" -0.691147699817759 4.06071545109316 3.57398443270444 0.0592408837192995 0.137265462276426
"RAP1GAP2" 1.03407707185732 3.5258339839353 3.57299658430065 0.0592758804977367 0.137320068382798
"MGAT4B" -0.697455586276736 3.61369068447041 3.57280281761398 0.0592827477095623 0.137320068382798
"ARHGEF10L" -0.769049751056173 3.58612584990356 3.57145035347862 0.0593307035116003 0.137409945951106
"OTUD6B" -0.780624071077498 3.5691331179026 3.57103197325752 0.0593455468537072 0.137423119141337
"WBP2" -0.54625397218725 5.36348829215543 3.56990025163974 0.0593857180520391 0.137494929501944
"BST2" 0.701117548203647 4.62365380438913 3.56696625865543 0.0594899971489613 0.137715122949708
"C22orf23" -0.814438064807488 3.09096670346354 3.56376799561727 0.0596038913511123 0.13795750334313
"SSUH2" -0.938235734980135 2.87081859814035 3.56350611199151 0.0596132276545088 0.137957839514983
"CLNK" 0.917173602241879 3.11772802577785 3.56323788443623 0.0596227917396025 0.137958702637804
"NCOR1" 0.357992719771161 7.51753799866309 3.56128448285735 0.059692492794283 0.138069527096778
"CLDN1" -0.502812360408451 5.78985738190602 3.56114351299726 0.0596975262260976 0.138069527096778
"HNRNPAB" -0.525608744041558 4.85778602297044 3.56112231369745 0.0596982832017383 0.138069527096778
"LACC1" 0.654247201220299 4.64829093071567 3.56011299832502 0.0597343352588178 0.138131624131082
"SNX5" -0.485720706037269 5.46046526408052 3.55920513756688 0.0597667832653843 0.13818536919492
"IREB2" 0.433561198694192 6.13637104231161 3.55888048726288 0.0597783912106708 0.138190921310976
"ATCAY" 1.02623075740479 2.81725414699461 3.55795744001831 0.0598114081151438 0.138245955621852
"TOR1AIP2" 0.410112020980377 6.7035362736815 3.5570197866281 0.0598449673908406 0.138302226410549
"SZRD1" -0.566890722991674 5.43882824810883 3.55635352556791 0.0598688255503048 0.138336063963989
"SPATA4" -0.861197580812737 2.55738124337396 3.55258580611997 0.0600039349796893 0.138626914582905
"CLIP1" -0.346139734819422 7.03542304959891 3.5520519089047 0.0600231066905607 0.138649866331997
"CANT1" -0.759681305055423 3.66536739693477 3.55170153006643 0.0600356919930165 0.138651697620012
"ETV6" 0.358821609275669 7.50133395441875 3.55151553123924 0.0600423740526367 0.138651697620012
"EFL1" 0.689486865612515 4.33344864626995 3.55093650036854 0.0600631809781087 0.138671396178854
"CTDSPL" -0.583026623239441 4.9535074204792 3.55076398590047 0.0600693816092545 0.138671396178854
"CLK4" -0.723658067807821 4.28021342029137 3.54958568457896 0.0601117511750846 0.138747867928344
"PDE1A" -0.93023706584606 2.17954958094575 3.54863411804484 0.0601459910433654 0.138805554360534
"ZNF559-ZNF177" 1.0762198592184 2.49719323937901 3.54764481414052 0.0601816108653563 0.138866407238893
"PCNA" -0.691182615940703 4.09391528441522 3.54676724930518 0.060213226367475 0.138918003039625
"APCDD1" -0.780143557064015 3.36331550316086 3.54587421043039 0.0602454175369008 0.138961836017889
"GPN1" -0.579955221640657 4.58171136507323 3.54572656557903 0.0602507414260108 0.138961836017889
"IKZF2" 0.385671410933629 7.29138249661007 3.5449510422802 0.0602787140732084 0.139004992815925
"SFN" -0.759730122581857 4.18897014968079 3.54399581507472 0.0603131875768025 0.139063125273088
"NDUFB11" -0.823286365458622 3.30783293193597 3.54175106684651 0.0603942818560706 0.139228716120353
"DOP1A" 0.500305973058477 6.51398387061163 3.54143750348311 0.0604056189749731 0.139233467569771
"PEX3" -0.658064919433606 4.18168652700349 3.53935214435186 0.0604810744999201 0.139373433740097
"LMBRD2" -0.700575993691198 3.93028900401509 3.53924612822731 0.0604849132167218 0.139373433740097
"NID2" 1.05453608509006 1.78755955424158 3.53755728318042 0.0605460993465524 0.139480891765246
"PABPN1" -0.55639156224086 4.71473607257596 3.53744602150515 0.0605501326277377 0.139480891765246
"FERMT3" 0.86162864102331 4.4581841942929 3.53569315563842 0.06061371258936 0.139574028444691
"SLBP" -0.665876950506002 4.00735348212064 3.5355811421033 0.0606177779663301 0.139574028444691
"VOPP1" -0.540244639504505 4.85121769990377 3.53556233824224 0.0606184604550927 0.139574028444691
"RAB19" 0.976758939402581 2.3850491042183 3.53492889001129 0.0606414563392023 0.139605561296231
"ZNF430" 0.626311687975802 4.69328805696069 3.5338766276576 0.0606796768905099 0.139672128527305
"STK11IP" -0.795990989187497 3.76769592416883 3.53306005419327 0.0607093544049425 0.13969781467797
"ARHGAP19" 0.818118574424912 3.53987426981103 3.53305742341355 0.0607094500429312 0.13969781467797
"GJB5" -0.909899055805822 2.35928658166035 3.53120904880672 0.0607766846496298 0.139831090832456
"PITPNM3" -0.498160904536388 5.70608751134456 3.53070716810558 0.0607949542714289 0.139851687910214
"SLC15A2" -0.501048748228342 5.861096032016 3.52779303655688 0.0609011513235404 0.140074514460058
"OGFR" 0.666742209670311 4.71484963027002 3.52542274399149 0.0609876757799571 0.140234182128455
"DNAL1" -0.433203268082202 6.47726059659608 3.5250337794032 0.0610018869574655 0.140234182128455
"HLA-DRA" 0.428865440042945 8.91882958605013 3.52499072162714 0.0610034603300625 0.140234182128455
"TXNRD1" -0.349418056653075 7.42005875835263 3.52486808051202 0.0610079419919263 0.140234182128455
"MARS1" 0.586824500023129 5.13751752894441 3.52359675531695 0.0610544206124233 0.140319530453602
"LTBP4" -0.748628926229459 3.75943861666548 3.52128263648462 0.061139119982282 0.140492680792109
"DMBT1" -0.944764224428034 2.85835525916813 3.51934610875948 0.0612100955046619 0.140634246674571
"AGAP3" -0.727957581897987 3.87967438750654 3.51646463532038 0.0613158670385673 0.140855703129614
"LUZP1" 0.519489119576223 5.45886253142424 3.51597748391931 0.0613337684002825 0.140875266057879
"NCF1" 0.809437809285617 4.62526150143271 3.51447864157529 0.0613888813957528 0.140980279949549
"URGCP" -0.721101175630091 3.76679724260163 3.51406741396995 0.0614040116319495 0.140993454886884
"ACSM2B" 0.91193030121895 3.52495330318702 3.51315759961332 0.0614375004488247 0.141048773590832
"GCN1" -0.529042733914507 5.55611548255811 3.51281257048885 0.0614502055212365 0.141056367162221
"HSP90AB4P" 1.01933874890093 1.70013270168244 3.51173408312357 0.0614899369590333 0.141125986812705
"EIF2B5" -0.771063854945892 3.8229819610491 3.5112628990949 0.0615073039723827 0.141144264275411
"VGLL1" 1.03719197832761 2.09734800898072 3.51093654216393 0.0615193359844414 0.141150295494721
